Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Kickboksen,Personal Fit020,www.facebook.com/pg/Personalfit020/about/?ref=page_internal,De Tagerijn,Balboastraat 18,1057VW,Amsterdam,West,,73077666,ja,"4,85536453","52,3693427"
Kickboksen,Eastbound Gym,www.eastboundgym.nl,Eastbound Gym,Linnaeusstraat 35F,1093EE,Amsterdam,Oost,,60048751,,"4,92442497","52,3618561"
Kickboksen,Ettaki Gym,www.ettakigym.nl,Ettaki Gym,Bilderdijkkade 59-61,1053VJ,Amsterdam,West,,55971148,ja,"4,87077304","52,36759539"
Kickboksen,Francois Lubbers,www.fightdistrict.nl,Fight District,Danzigerbocht 45A,1013AM,Amsterdam,West,,73626996,ja,"4,87487881","52,39647831"
Kickboksen,Fightclub NDSM,www.fightclubndsm.nl,Fightclub NDSM,Metaalbewerkerweg 19,1032KW,Amsterdam,Noord,,,,"4,90673364","52,40125286"
Kickboksen,Samurai Sports,www.samuraisports.nl,Gymzaal,Nieuwe Laan 34,1068BZ,Amsterdam,Nieuw-West,,52505634,ja,"4,79905217","52,36281186"
Kickboksen,Stichting Evolution Sports,www.evolutionsports.nl,Gymzaal Faas Wilkesstraat 453,Faas Wilkesstraat 453,1095MD,Amsterdam,Oost,ja,34120573,ja,"4,97028657","52,37229936"
Kickboksen,Fighting Team Fyeet,www.fightingteamfyeet.nl,Kimekai Gym,Erich Salomonstraat 432,1087JA,Amsterdam,Oost,,65456017,ja,"4,99984093","52,35504689"
Kickboksen,Kimekai Gym,www.kimekaigym.nl,Kimekai Gym,Erich Salomonstraat 432,1087JA,Amsterdam,Oost,,34283199,ja,"4,99984093","52,35504689"
Kickboksen,King’s Gym Amsterdam,Kingsgym-amsterdam.nl,King's Gym,Pretoriusstraat 88,1092GL,Amsterdam,Oost,,75515202,ja,"4,92093527","52,35462679"
Kickboksen,Legendary Sports,www.legendarysports.nl,Legendary Sports,Abraham Staalmanplein 2,1066AG,Amsterdam,Nieuw-West,,59894318,ja,"4,8280858","52,34980343"
Kickboksen,Ajuau Etta Gym,www.ajuauetta.nl/index.html,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,55069029,,"4,80713356","52,35443917"
Kickboksen,Unite Fit,www.unitefit.nl,Unite Fit,Jan de Louterstraat 15,1063KX,Amsterdam,Nieuw-West,,62013718,ja,"4,81815013","52,37902026"
Kickboksen,Sports Institute Atletico Amsterdam,www.atleticoamsterdam.nl,USC Amstelcampus,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,53040813,ja,"4,91002045","52,35863353"
kickboksen,Yamato Gym,www.yamatogym.nl,Yamato Gym,Pampuslaan 153,1382JN,Weesp,Buiten Amsterdam,,55388310,ja,"5,02463598","52,31598375"
Kickboksen,Spallys,www.spallys.nl,,Eerste Oosterparkstraat 44H,1091HC,Amsterdam,Oost,,69633983,ja,"4,909234627","52,35586527"
Kickboksen,A & E Lifestyle,www.aelifestyle.nl,A&E Lifestyle,Keurenplein 4,1069CD,Amsterdam,West,,,ja,"4,783793656","52,36044509"
Kickboksen,Bgym,www.b-gym.nl,,Johan huizingalaan 763,1066VH,Amsterdam,Nieuw-West,,,ja,"4,830299927","52,34341237"
Kickboksen,Arenagym,arenagym.nl,,Lemelerbergweg 32,1101AH,Amsterdam,Zuidoost,,,,"4,941148452","52,30277301"
Klimsport,The Treeclimbing Company,www.thetreeclimbingcompany.com,Amstelpark,Amstelpark 1,1083HZ,Amsterdam,Zuid,,53870271,,"4,89146704","52,33158005"
Klimsport,Fun Forest,www.funforest.nl,Amsterdamse Bos,Bosbaanweg 3,1182DA,Amstelveen,Zuid,,34320277,,"4,85616327","52,32750822"
Klimsport,Het Lab,www.deklimmuur.nl,Het Lab,Transformatorweg 32,1014AK,Amsterdam,West,,,,"4,85124042","52,39230801"
Klimsport,Klimmuur Centraal,www.deklimmuur.nl,Klimmuur Centraal,Dijksgracht 2,1019BS,Amsterdam,Centrum,,,,"4,91168526","52,37661966"
Klimsport,Monk Bouldergym,monk.nl/amsterdam,Monk Bouldergym Amsterdam,Aambeeldstraat 26,1021KB,Amsterdam,Noord,,,,"4,92940664","52,38347556"
Klimsport,Mountain Network Amsterdam,mountain-network.nl/klimcentra/locaties/klimhal-amsterdam,Mountain Network Amsterdam,Erasmusgracht 297,1061MD,Amsterdam,Nieuw-West,,,,"4,84213872","52,37499876"
Klimsport,Klimhal Amsterdam,www.klimhalamsterdam.nl,Sloterdijk,Naritaweg 48,1043BZ,Amsterdam,Nieuw-West,,,,"4,82793429","52,38810853"
Klimsport,Adventure Park Amsterdam,www.projectadventure.nl,Sportpark De Eendracht,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,,,"4,78639297","52,37827918"
Klimsport,The Treeclimbing Company,www.thetreeclimbingcompany.com,Sportpark De Eendracht,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,53870271,,"4,78639297","52,37827918"
Klimsport,Universitair Sportcentrum,www.usc.uva.nl,Universitair Sportcentrum,Science Park 306,1098XH,Amsterdam,Oost,,,,"4,95629984","52,35564969"
Korfbal,Sporting West,www.sportingwest.nl,CultuurparkWestergasfabriek,Klönne plein 10-12,1014DD,Amsterdam,West,,40530171,ja,"4,87041182","52,38725893"
Korfbal,AKC Blauw Wit,www.akcblauwwit.nl,Sporthal Blauw Wit,Joos Banckersweg 18A,1056EP,Amsterdam,West,G-Korfbal,40531926,ja,"4,85669711","52,3757839"
Korfbal,SKVA Studenten Korfbal Vereniging Amsterdam,www.skvamsterdam.nl,Sporthal Blauw Wit,Joos Banckersweg 18 A,1056EP,Amsterdam,Zuid,,34176218,,"4,85669711","52,3757839"
Korfbal,DKV Victoria,www.dkvvictoria.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40536736,,"4,96858557","52,3384643"
Korfbal,AW/DTV,www.awdtv.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40539272,ja,"4,97825726","52,29676965"
Korfbal,a.s.v. Swift,www.swiftkorfbal.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40531826,,"4,95130945","52,36594199"
Korfbal,Oranje Nassau,www.oranjenassau.net,Sportpark 't Loopveld,Aanloop 1,1183SZ,Amsterdam,Zuid,,40531836,,"4,88697187","52,31967237"
Korfbal,DKV Victoria,www.dkvvictoria.nl,Sportpark De Diemen,Sportlaan 13a,1111PX,Diemen,Buiten Amsterdam,,40536736,,"4,97836456","52,33812948"
Korfbal,AW/DTV,www.awdtv.nl,Sportpark Drie Burg,Drie Burgpad 7,1097HK,Amsterdam,Oost,,40539272,ja,"4,93336689","52,34019666"
Korfbal,Vlug en Vaardig,www.vlugenvaardig.nl,Sportpark Melkweg,Meteorenweg 276,1035RN,Amsterdam,Noord,,40531767,ja,"4,87261375","52,42049819"
Korfbal,AKC Rohda,www.rohda.com,Sportpark Ookmeer,Willinklaan 4,1067SL,Amsterdam,Nieuw-West,,40530320,ja,"4,80249217","52,3702618"
Korfbal,a.s.v. Swift,www.swiftkorfbal.nl,Sportpark Parkschouwburg,Plantage Parklaan 20a,1018ST,Amsterdam,Centrum,,40531826,,"4,90974937","52,3681904"
Korfbal,Triaz,www.triaz.nl,Sportpark Van Heenvlietlaan,Van Heenvlietlaan 6,1083CL,Amsterdam,Zuid,,34163529,,"4,88191651","52,33065251"
Korfbal,K.V.A.,www.kvaweb.nl,Startbaan,Startbaan 1,1185XP,Amstelveen,Buiten Amsterdam,,40531797,,"4,85961473","52,2875451"
Kung-Fu,Sportschool Ken,www.kenkungfu.nl,Gymzaal Akersluis 1B,Akersluis 1B,1066ER,Amsterdam,Nieuw-West,,34335964,,"4,79495355","52,34449717"
Kung-Fu,Associatie Wing-Chun Kung-Fu,www.wing-chun.nl,Gymzaal Akerwateringstraat 2,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,,,"4,78498999","52,35505659"
Kung-Fu,Golden Dragon,www.goldendragonkungfu.nl,Gymzaal OBS Narcis Querido,Jan den Haenstraat 41,1055WC,Amsterdam,Nieuw-West,,,,"4,8606342","52,37937858"
Kung-Fu,Golden Dragon,www.goldendragonkungfu.nl,Sloterpark - noordwestzijde,Sloterparkbadlaan,1064GV,Amsterdam,Nieuw-West,,,,"4,8213286","52,37371302"
Kunstschaatsen,Ekijsa,www.ekijsa.eu,Jaap Edenhal,Radioweg 64,1098NJ,Amsterdam,Oost,,41204305,,"4,94536705","52,34897301"
Kunstschaatsen,F.S.A.,www.figureskatingamsterdam.com,Jaap Edenhal,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Lacrosse,Amsterdam Lions Lacrosse,www.amsterdamlacrosse.nl,Soccer club De Meer,Drie Burgpad 3,1097HK,Amsterdam,Oost,,,,"4,93150923","52,34105234"
Lacrosse,Amsterdam Lacrosse,www.amsterdamlacrosse.nl,Sportpark Middenmeer,Radioweg 71,1098NG,Amsterdam,Oost,,34209874,ja,"4,94335947","52,35157968"
Multisport,Monkey Moves,www.monkeymoves.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,65161750,ja,"4,88444373","52,34806995"
Multisport,Monkey Moves,www.monkeymoves.nl,Gymzaal Arent Janszoon Ernststraat,Arent Janszoon Ernststraat 112,1082LP,Amsterdam,Zuid,,65161750,ja,"4,87822551","52,33231476"
Multisport,Monkey Moves,www.monkeymoves.nl,Gymzaal Welnastraat 845,Welnastraat 845,1096GJ,Amsterdam,Oost,,65161750,ja,"4,9187967","52,33972138"
Survivalrun,Survival Club,www.survivalclub.nl,Sportpark Transformatorweg,Transformatorweg 10,1014AK,Amsterdam,West,,,ja,"4,86027412","52,3936135"
Onderwatersport,Divection,www.divection.nl,De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,34148326,,"4,90227468","52,33873416"
Onderwatersport,A.G.T. Onderwatersport,www.agt-onderwatersport.nl,Hogeschool van Amsterdam,Willinklaan 5,1067SL,Amsterdam,Nieuw-West,,,,"4,80306224","52,37141402"
Onderwatersport,Duikteam Amsterdam,www.duikteamamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,,,"4,91872836","52,39826964"
Onderwatersport,Duikteam Down Under,www.down-under.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,33222250,,"4,91872836","52,39826964"
Onderwatersport,Duikteam Thalassa,www.thalassa.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,41207942,,"4,91872836","52,39826964"
Onderwatersport,Amsterdam O.V. ,www.ova-amsterdam.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,,,"4,81712029","52,37001857"
Onderwatersport,Aqua Diving ,www.aquadiving.eu,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,,,"4,81712029","52,37001857"
Onderwatersport,Diving Dutchman,www.divingdutchman.com,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,,,"4,81712029","52,37001857"
Onderwatersport,Duikteam Manta,www.manta.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40531820,,"4,81712029","52,37001857"
Onderwatersport,Onderwater Jagers Club,www.ojc.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40530413,,"4,81712029","52,37001857"
Onderwatersport,Divection,www.divection.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,34148326,,"4,88602646","52,35867321"
Onderwatersport,Diemen OWSV,www.ovdiemen.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1112BE,Amsterdam,Buiten Amsterdam,,,,"4,95735188","52,33484156"
Onderwatersport,Amphora,www.duikteamamphora.nl,Zwembad De Meerkamp,Van der Hooplaan 239,1185LN,Amstelveen,Buiten Amsterdam,,40538396,,"4,85262535","52,28842768"
Onderwatersport,Nemo,www.duikteamnemo.nl,Zwembad De Meerkamp,Van der Hooplaan 239,1185LN,Amstelveen,Buiten Amsterdam,,,,"4,85262535","52,28842768"
Paardensport,De Amsterdamse Manege,www.deamsterdamsemanege.nl,De Amsterdamse Manege,Nieuwe Kalfjeslaan 25,1182AA,Amstelveen,Buiten Amsterdam,,,,"4,84190965","52,31783698"
Paardensport,S.P.A. (Rijvereniging Sportpaarden Amsterdam),www.rvspa.nl,De Amsterdamse Manege,Nieuwe Kalfjeslaan 25,1182AA,Amstelveen,Buiten Amsterdam,,,,"4,84190965","52,31783698"
Paardensport,De Hollandsche Manege,www.dehollandschemanege.nl,De Hollandsche Manege,Vondelstraat 140,1054GT,Amsterdam,West,,37120575,,"4,8722594","52,3609779"
Paardensport,Ruitervereniging Zunderdorp,www.rvzunderdorp.nl,Manege,Broekergouw 1,1027AH,Amsterdam,Noord,,40533008,,"4,97904049","52,41585389"
Paardensport,Ponyclub Floradorp,www.floradorpranch.nl,Manege,Vikingpad 28,1034VG,Amsterdam,Noord,,,ja,"4,91296784","52,41186541"
Paardensport,Manege Geuzeneiland,www.manege-geuzeneiland.nl,Manege Geuzeneiland,Geleijn Bouwenszstraat 2,1067PJ,Amsterdam,Nieuw-West,,54161908,,"4,80663597","52,37227748"
Paardensport,Manege Nieuw Amstelland,www.nieuwamstelland.nl,Manege Nieuw Amstelland,Jan Tooropplantsoen 17a,1182AC,Amstelveen,Buiten Amsterdam,,,,"4,85551216","52,32251772"
Paardensport,Manege Vredeshoeve,www.vredeshoeve.nl,Manege Vredeshoeve,Han Hollanderlaan 4,1067BB,Amsterdam,Nieuw-West,,,,"4,79698126","52,37048194"
Paardensport,Ponymanege Equito,www.equito.nl,Ponymanege Equito,Kalfjeslaan 49,1183TA,Amstelveen,Zuid,,,,"4,89383019","52,32203861"
Paardensport,Floradorpranch,www.floradorpranchzorgopmaat.nl/,Sportpark Kadoelen,Vikingpad 28,1034VG,Amsterdam,Noord,,41205815,ja,"4,91296784","52,41186541"
Paardensport,Turner's Stable,www.turnersstable.nl,Turner's Stable,Vikingpad 26,1034VG,Amsterdam,Noord,,34177995,,"4,912808","52,41169401"
Paardensport ,Ruitervereniging Riekerveld,www.manegederuif.nl,Sportpark Sloten,Sloterweg 675,1066CA,Amsterdam,Nieuw-West,,40530621,,"4,82195649","52,34194594"
Padel,Play Padel Club Amsterdam,www.playpadel.club,Play Padel Club Amsterdam Sloterdijk,Radarweg 160,1043NS,Amsterdam,Westpoort,,69984336,ja,"4,83566067","52,38858253"
Padel,Play Padel Club Amsterdam,www.playpadel.club,Play Padel Club Amsterdam Zuidas,Claude Debussylaan 150,1082MC,Amsterdam,Zuid,,69984336,ja,"4,8710944","52,33728726"
Padel,Play Padel Club Amsterdam,www.playpadel.club,Play Padel Kauwgomballenkwartier,Willem Fenengastraat 3,1096BL,Amsterdam,Oost,,69984336,ja,"4,91654557","52,33322175"
Padel,Amstelpark Tennisclub,www.amstelpark.nl,Sportpark Amstelpark,Koenenkade 8,1081KH,Amsterdam,Zuid,,40534990,,"4,85234665","52,33101422"
Padel,Padeldam,www.padeldam.nl,Sportpark De Eendracht,Tom Schreursweg 14,1067MC,Amsterdam,Nieuw-West,,65973747,,"4,78397856","52,38302384"
Padel,USC Tennis,www.usc.uva.nl,Sportpark Middenmeer,Radioweg 80,1098NJ,Amsterdam,Oost,,,,"4,94727555","52,34779887"
Padel,Play Padel Club Amsterdam,www.playpadel.club,Sportpark Olympiaplein,Olympiaplein 31,1077CL,Amsterdam,Zuid,,69984336,ja,"4,86686479","52,34835067"
Pencak Silat,Panglipur Amsterdam,www.panglipur.com,American Fitness,Blasiusstraat 144,1091CZ,Amsterdam,Oost,,40538780,,"4,91334293","52,3575454"
Pencak Silat,Pamor Badai,www.pamorbadai.com,Gymgebouw Diemen,Schoolstraat 61,1111BP,Amsterdam,Buiten Amsterdam,,,,"4,9587749","52,34056855"
Pencak Silat,Silektuo,www.silektuo.nl,Gymzaal,Joris van den Berghweg 4,1067HS,Amsterdam,Nieuw-West,,,,"4,78097373","52,37290383"
Pencak Silat,Tapak Suci,www.tapaksuci-osdorp.nl,Gymzaal Akerwateringstraat 2,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,,,"4,78498999","52,35505659"
Pencak Silat,Perguruan Pencaksilat Asembagus (Zelfverdedigingssport),home.asembagus.nl,Gymzaal Reigersbos 303,Reigersbos 303,1107EZ,Amsterdam,Zuidoost,,40538848,ja,"4,97749136","52,29398078"
Pencak Silat,Keluarga Silat Perisai Diri Ned.,www.perisaidiri.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40534240,,"4,93135106","52,35788575"
Pickleball,Amsterdam Pickleball Players,www.pickleballholland.nl,Gymzaal Tosaristraat 30C,Tosaristraat 30C,1019RT,Amsterdam,Oost,,58936637,,"4,92209216","52,37990761"
Roeien,KAR & ZV De Hoop,www.karzvdehoop.nl,De Hoop,Weesperzijde 1046a,1091EH,Amsterdam,Centrum,,,,"4,90840844","52,35424753"
Roeien,De Drietand,www.rvdedrietand.nl,Lyceumbrug,Olympiaplein 1,1077CJ,Amsterdam,Zuid,,40533168,,"4,86640317","52,35085904"
Roeien,A.S.R. Nereus ,www.nereus.nl,Nereus,Amsteldijk 130a,1078RT,Amsterdam,Centrum,,40531626,,"4,91127052","52,34820782"
Roeien,RSVU Okeanos,www.okeanos.nl,Okeanos,Bosbaan 8,1182AG,Amsterdam,Buiten Amsterdam,,40530079,,"4,85243924","52,32886904"
Roeien,Poseidon,www.rzv-poseidon.nl,Poseidon,Jan Vroegopsingel 4,1096CN,Amsterdam,Oost,,33214222,,"4,90858568","52,33723194"
Roeien,RIC,www.ricamsterdam.nl,RIC,Korte Ouderkerkerdijk 32,1096AC,Amsterdam,Oost,,40532330,,"4,91610985","52,34027303"
Roeien,Roei- en Zeilvereniging De Amstel,www.amstelroei.nl,Roei- en Zeilvereniging De Amstel,Hobbemakade 122,1071XW,Amsterdam,Zuid,,40530035,,"4,8859828","52,34954148"
Roeien,Roeicentrum Berlagebrug,www.roeicentrumberlagebrug.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Centrum,,54894182,,"4,91299394","52,34833311"
Roeien,Roeivereeniging Willem III,www.willem3.nl,Roeivereeniging Willem III,Jan Vroegopsingel 8,1096CN,Amsterdam,Oost,,40532201,ja,"4,90857096","52,33587472"
Roeien,A.A.S.R. Skøll,www.skoll.nl,Skøll,Jan Vroegopsingel 6,1096CN,Amsterdam,Oost,,40531954,,"4,90868233","52,33643242"
Rugby,A.S.R.V. Ascrum,www.ascrum.nl,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40531278,,"4,78712247","52,37972092"
Rugby,AAC Rugby,www.aacrugby.com,Sportpark De Eendracht,Bok de Korverweg 6A,1067HR,Amsterdam,Nieuw-West,,40538624,ja,"4,78614563","52,37810716"
Rugby,Praetor Rugbyclub Amsterdam,www.praetor-rugby.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,74526685,,"4,80649086","52,33961512"
Rugby,Rugbyclub Amsterdam,www.rugbyclub.amsterdam,Sportpark Tuindorp-Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,72141743,,"4,89507432","52,41379668"
Schaatsen,IJsclub Hard Gaat Ie,www.hardgaatie.nl,Clubgebouw IJsclub Hard Gaat Ie,Zuideinde 33,1121CJ,Landsmeer,Oost,,40531701,,"4,91190366","52,42512208"
Schaatsen,Zunderdorp,www.ijsclubzunderdorp.nl,IJsbaan aan 't Zwet,Termietergouw 7,1027AD,Amsterdam,Noord,,,,"4,96041796","52,40961918"
Schaatsen,A.S.S.V. Hogerop,www.hogerop.org,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40538504,,"4,94536705","52,34897301"
Schaatsen,Amsterdam Hardrijders Club Amsterdam (H.C.A.),www.sv-hca.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,Amsterdamse Schaats Club Jaap Eden,www.ascjaapeden.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40533761,,"4,94536705","52,34897301"
Schaatsen,Amsterdamse Ski Vereniging,www.ski-amsterdam.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40539152,,"4,94536705","52,34897301"
Schaatsen,AMVJ,www.amvj-schaatsen.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,Baambrugge Y.C,www.baambruggeschaatst.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,Diemer IJsclub,www.diemerijsclub.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40533656,,"4,94536705","52,34897301"
Schaatsen,Duo Sport,www.duosport.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,IJsclub Gein en omstreken,www.geinenomstreken.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,40532715,,"4,94536705","52,34897301"
Schaatsen,SKITS,www.skits.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,52955214,,"4,94536705","52,34897301"
Schaatsen,STG Afterskate,www.stgafterskate.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,ZTIKZ,www.ztikz.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,,,"4,94536705","52,34897301"
Schaatsen,Holysloot,geen website,Natuurijsbaan,Dorpsstraat Holysloot 5,1028BB,Amsterdam,Buiten Amsterdam,,,,"5,02474241","52,4135273"
Schaatsen,Diemer IJsclub,www.diemerijsclub.nl,Natuurijsbbaan Diemen,Keulse Vaart 136,1111RN,Diemen,Diemen,,40533656,,"4,97666696","52,33473156"
Schaatsen,De Poelster,www.poelster.nl,Poelzicht,Doorweg 2,1182JL,Amstelveen,Buiten Amsterdam,,,,"4,84358849","52,30333645"
Schaatsen,Kunstrijvereniging Figure Skating Amsterdam (FSA),www.figureskatingamsterdam.com,Schaatsbaan Jaap Eden,Radioweg 64,1098NJ,Amsterdam,Oost,,34216644,,"4,94536705","52,34897301"
Schaatsen,Skits,www.skits.nl,USC Science Park,Science Park 306,1098XH,Amsterdam,Oost,,34196530,,"4,95629984","52,35564969"
Schaken,Schaakvereniging Amsterdam West,www.svamsterdamwest.nl,ASV Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,,,"4,86887575","52,37164057"
Schaken,Schaakclub ZZ,www.schaakclubzz.nl,Buurthuis De Havelaar,Douwes Dekkerstraat 2,1053SX,Amsterdam,West,,,,"4,86540997","52,36917169"
Schaken,Chaturanga,www.chaturanga.nl,BuurtHuis Gein,Wisseloord 83,1107NB,Amsterdam,Zuidoost,,58768947,,"4,98704558","52,29594587"
Schaken,SOPSWEPS'29,www.sopsweps29.nl,Café Batavia,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,,,"4,90166866","52,37670484"
Schaken,Fischer Z.,www.fischerz.nl,Café Batavia 1920,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,,,"4,90166866","52,37670484"
Schaken,Café De Laurierboom,www.laurierboom.cafe,Café de Laurierboom,Laurierstraat 76,1016PN,Amsterdam,Centrum,,,,"4,88101225","52,37227728"
Schaken,Bijlmer Schaakvereniging Isolani,isolanischaken.wordpress.com,Collectieve ruimte Wooncomplex Groenhoven,Groenhoven 650,1103LT,Amsterdam,Zuidoost,,,,"4,97643104","52,32624322"
Schaken,VAS,www.euronet.nl/users/cor/vas.html,Cygnus Gymnasium,Vrolikstraat 8,1091VG,Amsterdam,Centrum,,,,"4,91250476","52,3549356"
Schaken,Boven IJ - Nieuwendam,www.sv-bovenij.nl,Damstede college,Rode Kruisstraat 83,1025KM,Amsterdam,Noord,,,,"4,92660183","52,39539993"
Schaken,De Raadsheer,www.svderaadsheer.nl,De Poort,Kattenburgerstraat 150,1018JH,Amsterdam,Centrum,,,,"4,91938985","52,37295641"
Schaken,Dovenschaakclub TOG,www.facebook.com/Amsterdamse-Doven-Schaakclub-TOG-1999370573662672,Dovenontmoetingscentrum,Stadhouderskade 89,1073AV,Amsterdam,Centrum,Ja,,,"4,89531572","52,35762466"
Schaken,Zukertort Amstelveen,www.zukertortamstelveen.nl,Go Centrum,Schokland 14,1181HV,Amsterdam,Zuid,,,,"4,86291681","52,31523042"
Schaken,Caϊssa,www.caissa-amsterdam.nl,Huis van de Wijk Lydia,Roelof Hartplein 2,1071TR,Amsterdam,Zuid,,,,"4,8815695","52,35301894"
Schaken,Oosten/toren,www.oostentoren.nl,Koningskerk,James Wattstraat 56,1097DM,Amsterdam,Oost,,,,"4,92492702","52,35171324"
Schaken,ENPS,schaakclub.blogspot.nl,Pastorie Vredeskerk,Pijnackerstraat 9,1072JS,Amsterdam,Zuid,,,,"4,89004124","52,35016976"
Schaken,De Volewijckers,www.schaakverenigingdevolewijckers.nl,Sportpark Buiksloterbanne,Baron de Coubertinlaan 6,1034ZK,Amsterdam,Noord,,34290660,ja,"4,92028197","52,40119918"
Schaken,Het Grasmat,www.hetgrasmat.nl,Sportpark Drie Burg,Fizeaustraat 10,1097SC,Amsterdam,Oost,,,,"4,92906986","52,34281351"
Schaken,EsPion,www.espion.amsterdam,Torendael,Veluwelaan 21,1079PX,Amsterdam,Zuid,,,,"4,89743542","52,33847157"
Schaken,Stichting Schaakschool Indische buurt,www.checkmemove.nl,,Makassarplein 1,1095RP,Amsterdam,Oost,,,,"4,94155845","52,36468337"
Schermen,Rana,www.schermvereniging-rana.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,,,"4,88444373","52,34806995"
Schermen,Scherm Centrum Amsterdam (SCA),www.schermcentrumamsterdam.nl,Frans Otten Stadion,IJsbaanpad 43,1076CV,Amsterdam,Zuid,,40533778,,"4,850591","52,33911327"
Schermen,ASVV Esprit,www.schermen-esprit.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,,,"4,87847974","52,3779916"
Schermen,Contre Temps,www.contretemps.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,,,"4,87847974","52,3779916"
Schermen,Schermvereniging Zaal Amsterdam Zuid,www.zaalamsterdamzuid.com,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40530545,,"4,85410708","52,33997926"
Schermen,Zaal AmsterdamZuid,www.zaalamsterdamzuid.com,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,"4,85410708","52,33997926"
Skeeler/skate,SKITS,www.skits.nl,Jaap Edenbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,52955214,,"4,94536705","52,34897301"
Skeeler/skate,Noord,gonoord.com,Noord,Aambeeldstraat 12,1021KB,Amsterdam,Noord,,,,"4,92824001","52,38432844"
Skeeler/skate,A.S.S.V. Hogerop,www.hogerop.org,Sporthal De Weeren,Beemsterstraat 1,1023TH,Amsterdam,Noord,,40538504,,"4,94582561","52,39029624"
Skeeler/skate,Survivors RS,www.survivors.nl,Sporthal Oostenburg,Oostenburgergracht 151,1018ND,Amsterdam,Centrum,,40535105,,"4,92521155","52,36808996"
